name,slug,category,metros,doordash_slug,ubereats_slug,email,phone,website,email_source
"Mission Valley Breakfast Company",missionvalleybreakfastcompany,breakfast,sandiego,,,info@breakfast-company.com,(619) 819-2092,https://breakfast-company.com/,domain_guess
"Breakfast Republic",breakfastrepublic,breakfast,sandiego,,,info@breakfastrepublic.com,(619) 501-8280,http://www.breakfastrepublic.com/,website_scrape
"Great Maple",greatmaple,restaurant,sandiego,,,info@thegreatmaple.com,(619) 255-2282,http://thegreatmaple.com/,domain_guess
"Parkhouse Eatery",parkhouseeatery,restaurant,sandiego,,,parkhouseeatery@yahoo.com,(619) 295-7275,http://parkhousesd.com/,website_scrape
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,sandiego,,,,,,
"Homepage",homepage,restaurant,sandiego,,,info@your-domain.com,(619) 696-3466,https://lapuertasd.com/?utm_source=Business-Listings,website_scrape
"Mexican Food & Catering - Del Mar & Carmel Valley",mexican-food-catering-del-mar-carmel-valley,mexican,sandiego,,,info@elpueblomex.com,(858) 523-9834,https://elpueblomex.com/,domain_guess
"Tocaya Organica",tocayaorganica,restaurant,sandiego,,,Press@tocaya.com,(424) 289-6105,http://tocaya.com/,website_scrape
"Please inform us of any allergies or dietary restrictions.",pleaseinformusofanyallergiesordietaryres,restaurant,sandiego,,,hello@secondnaturepb.com,(858) 247-5236,http://secondnaturepb.com/,website_scrape
"DINNER Fall 2021 STARTERS",dinnerfall2021starters,restaurant,sandiego,,,,,,
"Assistance and Resource Guide for Restaurants",assistanceandresourceguideforrestaurants,restaurant,sandiego,,,info@txrestaurant.org,(512) 457-4100,https://www.txrestaurant.org/,domain_guess
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,sandiego,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,sandiego,,,info@southendeatsnc.com,,https://southendeatsnc.com/,domain_guess
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,sandiego,,,contactme@mtibmore.com,(410) 845-1289,http://www.bmoreequipment.com/,website_scrape
"Can Can Seattle: A Culinary Cabaret",cancanseattleaculinarycabaret,restaurant,seattle,,,user@domain.com,(206) 652-0832,http://thecancan.com/tickets,website_scrape
"Spinasse",spinasse,restaurant,seattle,,,info@spinasse.com,(206) 251-7673,https://spinasse.com/,website_scrape
"The Pink Door",thepinkdoor,restaurant,seattle,,,info@thepinkdoor.net,(206) 443-3241,https://www.thepinkdoor.net/,website_scrape
"Nue",nue,restaurant,seattle,,,user@domain.com,(206) 257-0312,http://www.nueseattle.com/,website_scrape
"Terra Plata",terraplata,restaurant,seattle,,,user@domain.com,(206) 325-1501,http://terraplata.com/,website_scrape
"Taurus Ox",taurusox,restaurant,seattle,,,user@domain.com,(206) 972-0075,http://taurusox.com/,website_scrape
"MariPili Tapas Bar",maripilitapasbar,restaurant,seattle,,,user@domain.com,(425) 520-9539,https://www.maripili-tapas-bar.com/,website_scrape
"Taneda",taneda,restaurant,seattle,,,info@tanedaseattle.com,,http://tanedaseattle.com/,website_scrape
"Fuego Restaurant Lounge Ballard",fuegorestaurantloungeballard,restaurant,seattle,,,laspalmas.sea@gmail.com,(206) 453-5843,http://fuegoballard.com/,website_scrape
"The Walrus and the Carpenter",thewalrusandthecarpenter,restaurant,seattle,,,walrus@eatseacreatures.com,(206) 395-9227,https://www.thewalrusbar.com/,website_scrape
"Brimmer & Heeltap",brimmerheeltap,restaurant,seattle,,,user@domain.com,(206) 420-2534,http://www.brimmerandheeltap.com/,website_scrape
"Sabine Café & Bar",sabinecafbar,cafe,seattle,,,user@domain.com,(206) 208-0281,http://sabineseattle.com/,website_scrape
"Secret Congee",secretcongee,restaurant,seattle,,,info.secretcongee@gmail.com,,https://secretcongee.square.site/,website_scrape
"Stoneburner",stoneburner,restaurant,seattle,,,user@domain.com,(206) 695-2051,http://stoneburnerseattle.com/,website_scrape
"Bongos",bongos,restaurant,seattle,,,user@domain.com,(206) 420-8548,http://bongosseattle.com/,website_scrape
"Din Tai Fung 鼎泰豐",dintaifung,restaurant,seattle,,,marketing@dtf.com,(206) 682-9888,https://dtf.com/en/locations/seattle-pacific-place,website_scrape
"E-Jae Pak Mor",e-jaepakmor,restaurant,seattle,,,Eatatejae@gmail.com,(206) 694-3561,https://www.ejaefoods.com/,website_scrape
"Tai Tung Restaurant",taitungrestaurant,restaurant,seattle,,,taitungrestaurant@msn.com,(206) 622-7372,https://www.taitungrestaurant.com/,website_scrape
"Noi Thai Cuisine",noithaicuisine,thai,seattle,,,marketing@noithaicuisine.com,(206) 787-8444,https://www.noithaicuisine.com/,website_scrape
"Seastar Restaurant & Raw Bar",seastarrestaurantrawbar,restaurant,seattle,,,reservations2@seastarrestaurant.com,(425) 456-0010,https://seastarrestaurant.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GBP,website_scrape
"The Pumphouse Bar & Grill",thepumphousebargrill,vietnamese,seattle,,,user@domain.com,(425) 455-4110,http://www.pumphousebellevue.com/,website_scrape
"Pestle Rock",pestlerock,restaurant,seattle,,,eat@pestlerock.com,(206) 466-6671,http://pestlerock.com/,website_scrape
"Dreamland Bar & Diner",dreamlandbardiner,restaurant,seattle,,,partyatdreamland@gmail.com,(206) 402-4902,http://www.dreamlandfremont.com/,website_scrape
"Le Coin",lecoin,restaurant,seattle,,,info@lecoinseattle.com,(206) 708-7207,http://www.lecoinseattle.com/,website_scrape
"RockCreek Seafood & Spirits",rockcreekseafoodspirits,seafood,seattle,,,info@rockcreekseafood.com,(206) 557-7532,http://www.rockcreekseafood.com/,domain_guess
"Cafe Turko",cafeturko,cafe,seattle,,,info@cafeturko.com,(206) 284-9954,https://cafeturko.com/,website_scrape
"Lupo",lupo,restaurant,seattle,,,user@domain.com,(206) 547-2144,https://www.lupofremont.com/,website_scrape
"El Camino",elcamino,restaurant,seattle,,,user@domain.com,(206) 632-7303,http://www.elcaminorestaurant.com/,website_scrape
"Saigon Drip Cafe",saigondripcafe,cafe,seattle,,,info@saigondripcafe.com,(206) 280-1797,http://saigondripcafe.com/,domain_guess
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,seattle,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,seattle,,,,,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,seattle,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,seattle,,,info@57threstaurant.com,(770) 234-0057,http://www.57threstaurant.com/,domain_guess
"Restaurant promotions are a powerful marketing tool",restaurantpromotionsareapowerfulmarketin,restaurant,seattle,,,info@thepinkdoor.net,(206) 443-3241,https://www.thepinkdoor.net/,website_scrape
"Do you need a restaurant waitlist app?",doyouneedarestaurantwaitlistapp,restaurant,seattle,,,,,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,seattle,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,seattle,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Easy Caribbean",easycaribbean,caribbean,seattle,,,info@easycaribbeanfoods.com,(360) 339-1964,https://easycaribbeanfoods.com/?utm_source=google,domain_guess
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,seattle,,,,,,
"Which Restaurant Reservation System Should You Use?",whichrestaurantreservationsystemshouldyo,restaurant,seattle,,,turnup@ediblebeats.com,(303) 993-3120,https://ediblebeats.com/restaurants/linger/,website_scrape
"Looking For Delivery Fulfillment For Your Restaurant?",lookingfordeliveryfulfillmentforyourrest,deli,seattle,,,info@restaurantdepot.com,(512) 454-5600,https://www.restaurantdepot.com/?utm_source=listings&utm_medium=search&utm_campaign=traffic-tracking&utm_content=West-Coast&utm_term=701-TEXAS/OKC,domain_guess
"The View Lounge",theviewlounge,restaurant,sf,,,SFODToutletmanagers@marriott.com,(415) 896-1600,https://www.theviewlounge-sf.com/,website_scrape
"Absinthe Brasserie & Bar",absinthebrasseriebar,restaurant,sf,,,user@domain.com,(415) 551-1590,http://www.absinthe.com/,website_scrape
"Lazy Bear",lazybear,restaurant,sf,,,contact@lazybearsf.com,(415) 874-9921,http://www.lazybearsf.com/,website_scrape
"The Morris",themorris,restaurant,sf,,,events@themorris-sf.com,(415) 612-8480,http://www.themorris-sf.com/,website_scrape
"La Taqueria",lataqueria,mexican,sf,,,info@lataqueriasf.net,(415) 285-7117,https://lataqueriasf.net/,domain_guess
"Rintaro",rintaro,restaurant,sf,,,info@izakayarintaro.com,(415) 589-7022,http://izakayarintaro.com/,domain_guess
"Sangria & Salt",sangriasalt,restaurant,sf,,,email@sangriaandsalt.com,(415) 824-1502,https://sangriaandsalt.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link,website_scrape
"Rich Table",richtable,restaurant,sf,,,info@rt-bistro.comLooking,(415) 355-9085,http://richtablesf.com/,website_scrape
"Suppenküche",suppenkche,restaurant,sf,,,user@domain.com,(415) 252-9289,http://www.suppenkuche.com/,website_scrape
"Doppio Zero San Francisco",doppiozerosanfrancisco,restaurant,sf,,,info@doppiozerogroup.com,(415) 624-3634,https://doppiozerogroup.com/doppiozerosanfrancisco?utm_source=google,domain_guess
"Papito Hayes",papitohayes,restaurant,sf,,,user@domain.com,(415) 554-0541,http://www.papitohayessf.com/,website_scrape
"The Gambit",thegambit,restaurant,sf,,,user@domain.com,(415) 500-2850,http://www.gambitlounge.com/,website_scrape
"North Beach Restaurant",northbeachrestaurant,restaurant,sf,,,info@northbeachrestaurant.com,(415) 392-1700,https://www.northbeachrestaurant.com/,domain_guess
"Sotto Mare",sottomare,restaurant,sf,,,sottomare@outlook.com,(415) 398-3181,http://sottomaresf.com/,website_scrape
"The Italian Homemade Company",theitalianhomemadecompany,italian,sf,,,info@italianhomemadecompany.com,(415) 712-8874,http://www.italianhomemadecompany.com/,domain_guess
"The Stinking Rose",thestinkingrose,restaurant,sf,,,sfcomments@thestinkingrose.com,(415) 781-7673,https://thestinkingrose.com/,website_scrape
"Fog Harbor Fish House",fogharborfishhouse,seafood,sf,,,fogharbor@simcorestaurants.com,(415) 421-2442,https://fogharbor.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,website_scrape
"Golden Boy Pizza",goldenboypizza,pizza,sf,,,taravalsf@goldenboypizza.com,(415) 982-9738,http://www.goldenboypizza.com/,website_scrape
"HK Lounge Bistro",hkloungebistro,restaurant,sf,,,user@domain.com,(415) 668-8802,https://hkloungebistro.com/,website_scrape
"Good Luck Dim Sum",goodluckdimsum,chinese,sf,,,info@goodluckdimsum.site,(415) 386-3388,https://goodluckdimsum.site/,domain_guess
"Dumpling Time Design District",dumplingtimedesigndistrict,chinese,sf,,,berkeley@dumplingtime.com,(415) 525-4797,https://www.dumplingtime.com/,website_scrape
"Good Mong Kok Bakery",goodmongkokbakery,bakery,sf,,,info@goodmongkokbakery.com,(415) 397-2688,https://goodmongkokbakery.com/,domain_guess
"City View Restaurant",cityviewrestaurant,restaurant,sf,,,example@mysite.com,(415) 398-2838,http://cityviewdimsum.com/,website_scrape
"DIM SUM BEST Of TASTE",dimsumbestoftaste,chinese,sf,,,info@toasttab.com,(510) 679-4249,https://www.toasttab.com/dim-sum-best-of-taste-1540-webster-street,domain_guess
"Yank Sing (Stevenson St.)",yanksingstevensonst,restaurant,sf,,,info@yanksing.com,(415) 541-4949,http://yanksing.com/,domain_guess
"Bao Bao Dumpling",baobaodumpling,chinese,sf,,,info@baobaodumplingca.com,(415) 386-0388,https://www.baobaodumplingca.com/,domain_guess
"Almond and Oak",almondandoak,restaurant,sf,,,admin@almondandoak.com,(510) 250-9550,http://www.almondandoak.com/,website_scrape
"Pomet",pomet,restaurant,sf,,,eat@pomet-oakland.com,(510) 450-2541,http://www.pomet-oakland.com/,website_scrape
"The Cook and Her Farmer",thecookandherfarmer,restaurant,sf,,,info@thecookandherfarmer.com,(510) 285-6140,http://www.thecookandherfarmer.com/,website_scrape
"Fable",fable,restaurant,sf,,,info@fablesf.com,(415) 590-2404,https://fablesf.com/?utm_source=google,domain_guess
"Anchor Oyster Bar",anchoroysterbar,seafood,sf,,,info@anchoroysterbar.com,(415) 431-3990,http://www.anchoroysterbar.com/,domain_guess
"Frances",frances,restaurant,sf,,,user@domain.com,(415) 621-3870,http://www.frances-sf.com/,website_scrape
"Flora King Steakhouse",florakingsteakhouse,steakhouse,sf,,,user@domain.com,(415) 875-9562,https://www.flora-king.com/,website_scrape
"Potto",potto,restaurant,sf,,,jonpinhorn.typedesign@gmail.com,(415) 875-9077,http://potto.us/,website_scrape
"Blind Butcher",blindbutcher,restaurant,sf,,,info@blindbutcher.com,(415) 529-2478,https://blindbutcher.com/,domain_guess
"Dumpling Home",dumplinghome,chinese,sf,,,info@dumplinghome.com,(415) 503-1666,http://www.dumplinghome.com/,domain_guess
"Yank Sing (Spear St.)",yanksingspearst,restaurant,sf,,,info@yanksing.com,(415) 781-1111,http://www.yanksing.com/,domain_guess
"Farmhouse Kitchen Thai Cuisine",farmhousekitchenthaicuisine,thai,sf,,,info@farmhousethai.com,(415) 814-2920,https://farmhousethai.com/san-francisco?utm_source=google,domain_guess
"Parche",parche,restaurant,sf,,,hello@parcheoak.com,(510) 544-8982,http://parcheoak.com/,website_scrape
"Grand Lake Kitchen - Lake Merritt",grandlakekitchen-lakemerritt,restaurant,sf,,,info@grandlakekitchen.com,(510) 922-9582,https://www.grandlakekitchen.com/location/lake-merritt/,website_scrape
"Castro Indian Restaurant & Bar",castroindianrestaurantbar,indian,sf,,,info@castrorb.com,(415) 875-9141,http://www.castrorb.com/,domain_guess
"Cafe Mystique",cafemystique,cafe,sf,,,,,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,sf,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,sf,,,,,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,sf,,,info@thehungryaf.com,(404) 748-1912,https://thehungryaf.com/,domain_guess
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,sf,,,info@57threstaurant.com,(770) 234-0057,http://www.57threstaurant.com/,domain_guess
"Home - The Brixton San Francisco",home-thebrixtonsanfrancisco,restaurant,sf,,,Hugo@brixtonsf.com,(415) 409-1114,https://www.brixtonsf.com/,website_scrape
"Which delivery service is best for restaurants?",whichdeliveryserviceisbestforrestaurants,deli,sf,,,info@maccheronirepublic.com,(213) 346-9725,http://www.maccheronirepublic.com/,domain_guess
"Home - Los Yaquis",home-losyaquis,restaurant,sf,,,info@losyaquisrestaurant.com,(415) 341-0110,https://www.losyaquisrestaurant.com/,domain_guess
"COCO RAMEN - SAN FRANCISCO, CA 94110 (Menu & Order Online)",cocoramen-sanfranciscoca94110menuorderon,japanese,sf,,,info@cocoramen.com,(415) 648-7722,http://www.cocoramen.com/,domain_guess
"Home - Mar y Mar",home-marymar,restaurant,sf,,,info@marymar.menufy.com,(650) 225-0516,https://marymar.menufy.com/,domain_guess
"Home - Suthathip Thai Restaurant",home-suthathipthairestaurant,thai,sf,,,info@houseofthaisf.com,(415) 441-2248,https://www.houseofthaisf.com/,domain_guess
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,sf,,,info@culinarydropout.com,(980) 215-9005,https://www.culinarydropout.com/locations/charlotte-nc/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,domain_guess
"RestaurantGPT",restaurantgpt,restaurant,sf,,,info@wearefoundingfarmers.com,(202) 822-8783,https://www.wearefoundingfarmers.com/location/dc/,domain_guess
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,sf,,,Info@seagrillnc.com,(704) 703-3399,https://www.seagrillnc.com/,website_scrape
"Norms",norms,restaurant,sf,,,anniejlank@gmail.com,(763) 684-0300,http://www.normswayside.com/,website_scrape
"Z & Y Restaurant",zyrestaurant,restaurant,sf,,,info@zandyrestaurant.com,(415) 981-8988,https://www.zandyrestaurant.com/,domain_guess
"‭380 Golden Gate Ave, San Francisco 94102‬ ‭(415) 723-1955‬",380goldengateavesanfrancisco94102415723-,restaurant,sf,,,info@burkeandblack.com,(415) 723-1955,http://www.burkeandblack.com/,domain_guess
"Gracias Madre",graciasmadre,restaurant,sf,,,info@graciasmadre.com,(323) 978-2170,https://graciasmadre.com/,domain_guess
"Dalida",dalida,restaurant,sf,,,info@dalidasf.com,(415) 237-1999,https://www.dalidasf.com/,domain_guess
"Guerilla Catering",guerillacatering,restaurant,sf,,,info@guerillacateringsf.com,(415) 407-8265,http://www.guerillacateringsf.com/,website_scrape
"Del Popolo",delpopolo,restaurant,sf,,,privatedining@delpopolosf.com,(415) 993-3930,https://www.delpopolosf.com/,website_scrape
"La Société Bar & Café",lasocitbarcaf,cafe,sf,,,support@getbento.com,(415) 717-2259,https://www.lasocietecafe.com/,website_scrape
"Lolinda SF",lolindasf,restaurant,sf,,,info@lolindasf.com,(415) 550-6970,https://lolindasf.com/,domain_guess
"Eleven Eleven Mississippi",elevenelevenmississippi,restaurant,stlouis,,,avtocentravrora@gmail.com,(314) 241-9999,http://www.1111-m.com/,website_scrape
"Little Fox",littlefox,restaurant,stlouis,,,info@littlefoxstl.com,(314) 553-9456,http://littlefoxstl.com/,website_scrape
"Twisted Ranch",twistedranch,restaurant,stlouis,,,info@twistedranch.com,(314) 833-3450,http://www.twistedranch.com/,domain_guess
"Fleur STL",fleurstl,restaurant,stlouis,,,info@fleurstlfoodgroup.com,,http://www.fleurstlfoodgroup.com/,domain_guess
"Idol Wolf at 21c St. Louis",idolwolfat21cstlouis,restaurant,stlouis,,,Info@IdolWolfSTL.com,(314) 325-0360,https://idolwolfstl.com/,website_scrape
"Retreat Gastropub",retreatgastropub,restaurant,stlouis,,,retreatstl@gmail.com,(314) 261-4497,http://www.retreatgastropub.com/,website_scrape
